t_wall_ns,seq,t_sensor_ns,latency_ms,status,bytes_out,ok
1779110175830962110,49,1779110175574822510,34.562,200,199072,1
1779110176148543411,51,1779110175908830078,33.237,200,193937,1
1779110176322343921,52,1779110176075831543,34.596,200,195417,1
1779110176655251242,54,1779110176409830566,34.222,200,187684,1
1779110176821947000,55,1779110176576828857,33.019,200,184303,1
1779110176989157257,56,1779110176743830811,34.465,200,180130,1
1779110177302999178,58,1779110177077830811,32.037,200,161997,1
1779110177478295044,59,1779110177244829834,32.735,200,161249,1
1779110177820772858,61,1779110177578822266,34.971,200,176899,1
1779110178155716760,63,1779110177912828125,34.155,200,183155,1
1779110178488820133,65,1779110178246829102,33.818,200,188441,1
1779110178657206559,66,1779110178413827393,33.717,200,193232,1
1779110178995033823,68,1779110178747832764,34.385,200,209574,1
1779110179164904484,69,1779110178914838135,35.458,200,212849,1
1779110179484390942,71,1779110179248845459,36.422,200,213841,1
1779110179662552704,72,1779110179415847412,35.346,200,213354,1
1779110179839662263,73,1779110179582848633,34.668,200,204657,1
1779110180160898313,75,1779110179916860596,32.955,200,171092,1
1779110180480988003,77,1779110180250868896,30.937,200,142231,1
1779110180656770111,78,1779110180417870850,30.225,200,144122,1
1779110180997890140,80,1779110180751875977,31.168,200,141154,1
1779110181314080543,82,1779110181085880371,32.010,200,147895,1
1779110181489665807,83,1779110181252880615,32.561,200,142470,1
1779110181829066953,85,1779110181586877441,23.703,200,141835,1
1779110182158479889,87,1779110181920895020,31.669,200,142942,1
1779110182518946337,89,1779110182254906738,27.662,200,139974,1
1779110182827116404,91,1779110182588914063,19.518,200,169289,1
1779110183157735390,93,1779110182922979248,32.422,200,196511,1
1779110183342868052,94,1779110183090011230,35.002,200,205539,1
1779110183672415878,96,1779110183424075684,32.756,200,220715,1
1779110183843629348,97,1779110183591106934,36.738,200,218253,1
1779110184180055892,99,1779110183925131592,32.481,200,221660,1
1779110184498245509,101,1779110184259152588,20.750,200,221334,1
1779110184695311459,102,1779110184426161377,35.840,200,219117,1
1779110185003596516,104,1779110184760327637,35.599,200,197128,1
1779110185339454254,106,1779110185094668213,36.416,200,204350,1
1779110185506826024,107,1779110185261852051,34.912,200,185420,1
1779110185850031589,109,1779110185596081543,31.705,200,168108,1
1779110186176094415,111,1779110185930157227,34.828,200,183419,1
1779110186346716110,112,1779110186097196289,33.576,200,190560,1
1779110186575711211,113,1779110186264237305,34.414,200,190685,1
1779110186863022114,115,1779110186598312500,33.097,200,183301,1
1779110187196797334,117,1779110186933141602,32.045,200,175584,1
1779110187374565802,118,1779110187100573975,33.259,200,168792,1
1779110187675049938,120,1779110187435474609,31.991,200,152772,1
1779110188010200267,122,1779110187769944336,31.656,200,134080,1
1779110188341148828,124,1779110188103954590,16.057,200,134665,1
1779110188682130336,126,1779110188437959961,31.522,200,148702,1
1779110189001489347,128,1779110188771958252,25.293,200,163723,1
1779110189184890947,129,1779110188938953125,32.334,200,161310,1
1779110189505486688,131,1779110189272939453,32.667,200,173847,1
1779110189693526094,132,1779110189439929443,31.656,200,181205,1
1779110189869157000,133,1779110189606919189,34.261,200,182767,1
1779110190186238742,135,1779110189940994629,34.930,200,184592,1
1779110190512293014,137,1779110190275069092,35.331,200,200284,1
1779110190691351075,138,1779110190442105713,36.766,200,198081,1
1779110190861302778,139,1779110190609142334,33.035,200,192738,1
1779110191219247099,141,1779110190943119873,33.286,200,200444,1
1779110191555631143,143,1779110191277088623,36.599,200,208440,1
1779110191865400766,145,1779110191611050781,33.337,200,223054,1
1779110192180196005,147,1779110191945030762,35.340,200,223971,1
1779110192434271890,148,1779110192112018066,35.986,200,232980,1
1779110192709879880,150,1779110192445988037,36.240,200,224211,1
1779110193032358257,152,1779110192779961426,36.132,200,223065,1
1779110193363665146,154,1779110193113937500,42.330,200,203727,1
1779110193696270893,156,1779110193447905518,34.552,200,201038,1
1779110194015032515,158,1779110193781880127,34.345,200,200460,1
1779110194237702568,159,1779110193948869629,35.139,200,204902,1
1779110194521803269,161,1779110194282843018,35.654,200,209213,1
1779110194700728630,162,1779110194449827148,34.260,200,207650,1
1779110195065310109,164,1779110194783805908,36.814,200,210281,1
1779110195365133740,166,1779110195117792969,35.648,200,203679,1
1779110195536464194,167,1779110195284784912,35.035,200,206032,1
1779110195865043083,169,1779110195618762207,36.408,200,202396,1
1779110196037007012,170,1779110195785753174,38.296,200,203289,1
1779110196367421627,172,1779110196119729248,34.630,200,203261,1
1779110196545315230,173,1779110196286714600,36.402,200,206647,1
1779110196857151671,175,1779110196620680176,33.450,200,211882,1
1779110197059738249,176,1779110196787670654,35.087,200,211011,1
1779110197393660150,178,1779110197121643555,40.362,200,214781,1
1779110197743379395,180,1779110197455608887,34.657,200,212744,1
1779110198046075905,182,1779110197789582275,36.048,200,216310,1
1779110198392865744,184,1779110198123563232,35.736,200,212901,1
1779110198709124331,186,1779110198457538330,21.730,200,213739,1
1779110199078981022,188,1779110198791532715,35.344,200,205472,1
1779110199415766071,190,1779110199125549072,32.778,200,187327,1
1779110199740788789,192,1779110199459562012,34.309,200,186039,1
1779110199923770345,193,1779110199626567383,29.450,200,180313,1
1779110200231398447,195,1779110199960561279,33.099,200,175134,1
1779110200401025704,196,1779110200127555420,34.567,200,176010,1
1779110200588984617,197,1779110200294548096,32.154,200,168330,1
1779110200863166446,199,1779110200628529053,46.403,200,161579,1
1779110201042025758,200,1779110200795517090,32.913,200,172047,1
1779110201212049819,201,1779110200962502930,35.595,200,197676,1
1779110201384682132,202,1779110201129486816,36.477,200,202656,1
1779110201703809730,204,1779110201463448975,31.765,200,145220,1
1779110201889773124,205,1779110201630426758,32.491,200,137536,1
1779110202073310803,206,1779110201797407227,31.391,200,149952,1
1779110202387072849,208,1779110202131360596,35.596,200,203061,1
1779110202705854715,210,1779110202465303711,36.082,200,220691,1
1779110202930068345,211,1779110202632272461,37.818,200,226011,1
1779110203272147970,213,1779110202966687500,35.441,200,235194,1
1779110203580192907,215,1779110203301148193,40.553,200,254646,1
1779110203754815344,216,1779110203468395996,38.400,200,260701,1
1779110204055898841,218,1779110203802684326,39.159,200,259196,1
1779110204228446121,219,1779110203969716797,37.382,200,244984,1
1779110204726309755,220,1779110204470815674,38.317,200,236244,1
1779110205046816173,222,1779110204804882568,35.631,200,229211,1
1779110205226284141,223,1779110204971916992,38.687,200,235272,1
1779110205396408809,224,1779110205138951172,36.268,200,241693,1
1779110205568996120,225,1779110205305985352,37.578,200,235304,1
1779110205895354531,227,1779110205640053955,39.309,200,256193,1
1779110206232297545,229,1779110205974157227,38.115,200,259191,1
1779110206897218264,231,1779110206642376709,43.000,200,260505,1
1779110207222284070,233,1779110206976435303,39.877,200,261592,1
1779110207568304754,235,1779110207310494385,39.555,200,261549,1
1779110207735753589,236,1779110207477523193,36.947,200,261823,1
1779110208065300190,238,1779110207811588867,43.160,200,263763,1
1779110208393767838,240,1779110208145663574,39.564,200,261098,1
1779110208896886505,241,1779110208646776123,40.422,200,261082,1
1779110209226095564,243,1779110208980842529,38.987,200,262474,1
1779110209404999936,244,1779110209147875000,39.478,200,260149,1
1779110209572214198,245,1779110209314907471,38.684,200,260923,1
1779110209883067222,247,1779110209648986084,39.233,200,262673,1
1779110210071874783,248,1779110209816032227,40.434,200,263009,1
1779110210404070826,250,1779110210150126221,37.833,200,261616,1
