t_wall_ns,seq,t_sensor_ns,latency_ms,status,bytes_out,ok
1779109848904457680,204,1779109848692728271,29.694,200,113272,1
1779109849235803510,206,1779109849026697021,30.760,200,127803,1
1779109849612977688,208,1779109849360670166,30.811,200,122979,1
1779109849904939643,210,1779109849694636719,31.723,200,142837,1
1779109850238914713,212,1779109850028608154,32.455,200,152022,1
1779109850575355348,214,1779109850362583984,33.533,200,164452,1
1779109850912691267,216,1779109850696552490,32.455,200,173595,1
1779109851252536192,218,1779109851030530029,33.253,200,182819,1
1779109851595995493,220,1779109851364513916,34.656,200,187370,1
1779109851927734986,222,1779109851698491699,35.173,200,187987,1
1779109852245129660,224,1779109852032470215,35.721,200,196587,1
1779109852604705756,226,1779109852366447754,33.201,200,193607,1
1779109852931327901,228,1779109852700419434,35.692,200,197417,1
1779109853255006182,230,1779109853034392822,35.550,200,199498,1
1779109853621627111,232,1779109853368367920,41.728,200,214145,1
1779109853927988623,234,1779109853702335693,23.980,200,220653,1
1779109854240575452,236,1779109854036378174,34.927,200,222089,1
1779109854603632192,238,1779109854370498291,36.330,200,214890,1
1779109854931652856,240,1779109854704620605,35.667,200,208024,1
1779109855253642863,242,1779109855038668457,35.228,200,193673,1
1779109855579419354,244,1779109855372636719,27.026,200,124693,1
1779109855908702472,246,1779109855706597900,32.960,200,124069,1
1779109856278785197,248,1779109856040558350,33.010,200,155738,1
1779109856597422034,250,1779109856374517578,34.361,200,184329,1
1779109856919988052,252,1779109856708468018,29.335,200,195126,1
1779109857292906660,254,1779109857042424805,27.315,200,202510,1
1779109857610539639,256,1779109857376384766,35.592,200,199323,1
1779109857930983165,258,1779109857710336426,23.165,200,199941,1
1779109858291830995,260,1779109858044302979,36.320,200,207142,1
1779109858626571627,262,1779109858378285156,19.724,200,205542,1
1779109858982128594,264,1779109858712262695,35.723,200,206956,1
1779109859297445024,266,1779109859046497314,36.895,200,207311,1
1779109859618799097,268,1779109859381033691,35.458,200,209547,1
1779109859852144306,269,1779109859548322266,35.778,200,209190,1
1779109860141999232,271,1779109859882935303,33.811,200,210181,1
1779109860457787368,273,1779109860216977783,36.345,200,213390,1
1779109860783453524,275,1779109860551017334,38.581,200,212690,1
1779109861119631566,277,1779109860885055420,36.601,200,210900,1
1779109861493459380,279,1779109861219092773,36.922,200,212702,1
1779109861881515406,281,1779109861553128906,32.533,200,210190,1
1779109862153345428,283,1779109861887162354,35.649,200,207822,1
1779109862496617307,285,1779109862221201904,36.197,200,206737,1
1779109862837925922,287,1779109862555239502,41.504,200,200452,1
1779109863115986465,289,1779109862889275391,31.178,200,190435,1
1779109863435116789,291,1779109863223323242,34.755,200,166250,1
1779109863798913732,293,1779109863557369141,40.818,200,193522,1
1779109864119381556,295,1779109863891413818,27.927,200,214011,1
1779109864474167855,297,1779109864225492676,37.908,200,221444,1
1779109864769866647,299,1779109864559573242,36.345,200,212125,1
1779109865129969404,301,1779109864893652832,33.672,200,186184,1
1779109865452329969,303,1779109865227685303,32.071,200,134885,1
1779109865777884694,305,1779109865561715332,33.183,200,150704,1
1779109866132568149,307,1779109865895743164,37.418,200,213572,1
1779109866470022823,309,1779109866229785889,34.757,200,232408,1
1779109866794208586,311,1779109866563825684,35.493,200,238992,1
1779109867140691920,313,1779109866897863770,28.295,200,265498,1
1779109867464186700,315,1779109867231920410,34.939,200,240768,1
1779109867815279666,317,1779109867565977295,40.186,200,237913,1
1779109868166051052,319,1779109867900031982,37.950,200,231200,1
1779109868488893714,321,1779109868234098145,39.097,200,232876,1
1779109868807524608,323,1779109868568163818,43.386,200,243439,1
1779109869143591874,325,1779109868902228760,39.309,200,247813,1
1779109869475823062,327,1779109869236259766,39.567,200,258040,1
1779109869860971017,329,1779109869570286865,43.521,200,259248,1
1779109870140550878,331,1779109869904311279,39.547,200,260120,1
1779109870491273932,333,1779109870238444580,40.084,200,261457,1
1779109870814337501,335,1779109870572587402,40.686,200,261030,1
1779109871130077646,337,1779109870906737305,25.461,200,260176,1
