t_wall_ns,seq,t_sensor_ns,latency_ms,status,bytes_out,ok
1779109982442303225,294,1779109982150145020,39.523,200,258857,1
1779109982955381272,297,1779109982651142578,39.348,200,263516,1
1779109983924277798,300,1779109983653203613,42.235,200,261298,1
1779109984415833694,303,1779109984154271973,34.388,200,261685,1
1779109985247416176,306,1779109984989179443,22.960,200,261749,1
1779109985583743395,308,1779109985323148682,42.075,200,263097,1
1779109985951352605,310,1779109985657131836,31.865,200,261590,1
1779109986402993420,313,1779109986158094482,40.821,200,260992,1
1779109986736845521,315,1779109986492077148,35.583,200,260156,1
1779109987252978110,318,1779109986993036377,38.354,200,261531,1
1779109987587897844,320,1779109987327012207,45.196,200,262918,1
1779109988089652214,323,1779109987827980713,40.684,200,261837,1
1779109988455046179,325,1779109988161951172,39.490,200,261658,1
1779109988918645496,328,1779109988663515625,40.189,200,262488,1
1779109989429213168,331,1779109989165169189,40.986,200,262091,1
1779109989914480149,334,1779109989666234131,39.429,200,261185,1
1779109990463815680,337,1779109990167294434,40.521,200,262547,1
1779109990938150519,340,1779109990668366699,41.447,200,261722,1
1779109991433424130,341,1779109991169437256,39.995,200,262345,1
1779109991922856686,344,1779109991670574219,39.942,200,262229,1
1779109992438169987,347,1779109992171718750,40.622,200,261698,1
1779109992975838988,350,1779109992672802490,39.102,200,260079,1
1779109993445988201,353,1779109993173883545,40.401,200,261805,1
1779109993816833539,355,1779109993507945557,35.893,200,260973,1
1779109994593118756,358,1779109994343116943,39.778,200,261726,1
1779109994957666784,360,1779109994677213135,40.142,200,260254,1
1779109995426356463,363,1779109995178361084,42.865,200,260308,1
1779109995773196122,365,1779109995512424561,38.103,200,260436,1
1779109996119987255,367,1779109995846486816,39.860,200,261917,1
1779109996619580826,370,1779109996347575195,41.006,200,260079,1
1779109997111659337,373,1779109996848654541,23.704,200,263800,1
1779109997616339131,376,1779109997349776611,39.710,200,261131,1
1779109997949946067,378,1779109997683875488,40.529,200,261552,1
1779109998436838971,381,1779109998185004150,41.690,200,259557,1
1779109998950044878,384,1779109998686084717,39.711,200,261724,1
1779109999451541133,387,1779109999187177002,38.807,200,262278,1
1779109999946292240,390,1779109999688301514,39.127,200,262339,1
1779110000292333077,392,1779110000022388428,42.465,200,259934,1
1779110000781053094,395,1779110000523479492,37.226,200,259977,1
1779110001114681244,397,1779110000857539795,40.090,200,261114,1
1779110001585903910,400,1779110001358628418,37.296,200,261718,1
1779110001937214562,402,1779110001692685547,39.499,200,260154,1
1779110002289783373,404,1779110002026742432,32.815,200,259294,1
1779110002795387924,407,1779110002527827148,40.050,200,261297,1
1779110003284933511,410,1779110003028911377,35.822,200,260722,1
1779110003634808731,412,1779110003362973633,34.540,200,261500,1
1779110004105860044,415,1779110003864066162,31.865,200,260188,1
1779110004468367923,417,1779110004198125244,41.293,200,261083,1
1779110004966537883,420,1779110004699210449,41.702,200,261618,1
1779110005304505068,422,1779110005033265869,40.956,200,261911,1
1779110005794471240,425,1779110005534346436,22.113,200,261432,1
1779110006162973776,427,1779110005868399658,39.206,200,260687,1
1779110006619693211,430,1779110006369482666,39.740,200,262190,1
1779110006954129686,432,1779110006703539063,40.650,200,261250,1
1779110007301873416,434,1779110007037594727,33.616,200,261481,1
1779110007639242419,436,1779110007371655518,33.102,200,260768,1
1779110007975611322,438,1779110007705715088,40.319,200,259864,1
1779110008460356661,441,1779110008206801514,40.059,200,261702,1
1779110008820021024,443,1779110008540855469,36.297,200,262159,1
1779110009315391852,446,1779110009041935791,38.961,200,261609,1
1779110009652435174,448,1779110009375996338,42.523,200,260706,1
1779110010140510225,451,1779110009877086670,38.597,200,261477,1
1779110010479964528,453,1779110010211156738,49.563,200,260045,1
1779110010983022541,454,1779110010712281250,39.847,200,261643,1
1779110011483938664,457,1779110011213396484,37.154,200,260782,1
1779110011981870790,460,1779110011714488281,40.028,200,260380,1
1779110012320941865,462,1779110012048550537,47.308,200,261523,1
1779110012822183884,465,1779110012549643799,33.712,200,261827,1
1779110013315190321,468,1779110013050736328,39.226,200,261190,1
1779110013654418103,470,1779110013384930664,41.100,200,261033,1
1779110014153182927,473,1779110013886238037,40.096,200,262173,1
1779110014644776083,476,1779110014387408936,39.977,200,261852,1
1779110015322936817,478,1779110015055538330,40.003,200,260336,1
1779110015809053456,481,1779110015556613281,23.089,200,262136,1
1779110016172059012,483,1779110015890661865,40.070,200,261264,1
1779110016650323735,486,1779110016391936035,39.691,200,261728,1
1779110017001384206,488,1779110016726196777,19.256,200,259997,1
1779110017491590124,491,1779110017227485596,39.502,200,260593,1
1779110017842897881,493,1779110017561519287,37.180,200,261761,1
1779110018328310752,496,1779110018062566406,19.704,200,261361,1
1779110018677243493,498,1779110018396599854,36.486,200,262109,1
1779110019012584863,500,1779110018730630615,40.281,200,259993,1
1779110019476580746,503,1779110019231676514,27.730,200,260682,1
1779110019843186606,505,1779110019565710449,39.042,200,260637,1
1779110020335303894,508,1779110020066755615,39.412,200,261411,1
1779110020841882361,511,1779110020567823975,42.548,200,260518,1
1779110021340269612,514,1779110021068889160,39.646,200,260517,1
1779110021676320206,516,1779110021402921143,29.585,200,262081,1
1779110022010900349,518,1779110021736950439,38.237,200,261103,1
1779110022352377131,520,1779110022070977051,38.817,200,260008,1
1779110022841181324,523,1779110022572056152,41.403,200,262019,1
1779110023342931459,524,1779110023073130859,39.242,200,260111,1
1779110023830446703,527,1779110023574179932,36.948,200,259746,1
1779110024177450640,529,1779110023908209961,40.775,200,260951,1
1779110024512836542,531,1779110024242239746,35.445,200,261465,1
1779110024857285534,533,1779110024576269531,39.400,200,261690,1
1779110025353357247,536,1779110025077308838,38.944,200,263332,1
1779110025854132957,539,1779110025578903809,26.167,200,260528,1
1779110026188113517,541,1779110025913324707,39.530,200,260442,1
1779110026685069571,544,1779110026414537598,39.575,200,260352,1
1779110027194799749,547,1779110026915523682,50.227,200,261770,1
1779110027528673581,549,1779110027249530029,34.362,200,260683,1
1779110028024270292,552,1779110027750563721,25.543,200,260867,1
1779110028526941045,555,1779110028251578369,39.634,200,261717,1
1779110028861741864,557,1779110028585569092,28.899,200,262437,1
1779110029212261416,559,1779110028919552490,44.237,200,259180,1
1779110029680621773,562,1779110029420598145,38.939,200,259934,1
